id,host_id,neighbourhood,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,bedrooms,review_scores_rating
5269,7620,South Kohala,Hawaii,Entire home/apt,149,3,6,1,4.53
5387,7878,South Kona,Hawaii,Entire home/apt,85,5,18,1,4.65
5389,7878,North Kona,Hawaii,Entire home/apt,299,6,12,3,4.84
5434,7984,North Shore Kauai,Kauai,Entire home/apt,425,2,26,3,4.77
5930,10768,Koloa-Poipu,Kauai,Private room,140,3,27,1,4.67
7896,21844,Kihei-Makena,Maui,Entire home/apt,151,4,12,1,4.56
8833,21349,North Kona,Hawaii,Entire home/apt,98,3,36,2,4.45
13238,51647,North Shore Kauai,Kauai,Entire home/apt,139,3,19,NA,4.4
13523,52931,Koolaupoko,Honolulu,Entire home/apt,376,7,4,2,4.89
13527,52967,North Kona,Hawaii,Entire home/apt,169,30,0,1,3.83
13528,52969,Kihei-Makena,Maui,Entire home/apt,200,1,23,2,4.76
13688,53657,Puna,Hawaii,Entire home/apt,279,3,7,2,4.88
13799,54237,Kihei-Makena,Maui,Entire home/apt,125,2,34,1,4.77
13899,54660,Lahaina,Maui,Entire home/apt,345,7,3,1,4.73
13900,54663,Puna,Hawaii,Entire home/apt,86,3,18,2,4.35
13901,54663,Puna,Hawaii,Entire home/apt,60,3,28,NA,4.59
13933,54814,Puna,Hawaii,Entire home/apt,204,1,20,3,4.75
14512,53363,North Shore Kauai,Kauai,Entire home/apt,399,1,4,2,4.75
14513,53363,North Shore Kauai,Kauai,Entire home/apt,399,1,9,2,4.82
15648,12729,South Kona,Hawaii,Entire home/apt,125,10,9,1,4.86
15757,61673,Lahaina,Maui,Entire home/apt,135,3,26,1,4.47
16914,65594,Lahaina,Maui,Entire home/apt,144,6,16,2,4.75
18465,71120,Primary Urban Center,Honolulu,Entire home/apt,192,7,7,1,4.8
18466,71120,Primary Urban Center,Honolulu,Entire home/apt,198,7,9,1,4.85
19416,32184,North Kona,Hawaii,Entire home/apt,259,1,49,2,4.81
20562,77633,Primary Urban Center,Honolulu,Entire home/apt,122,1,25,NA,4.88
23639,93320,North Shore Oahu,Honolulu,Entire home/apt,938,5,15,3,4.84
23814,94828,Puna,Hawaii,Entire home/apt,95,3,38,2,4.73
24119,94828,Puna,Hawaii,Private room,58,3,20,1,4.62
24161,97342,Lahaina,Maui,Entire home/apt,151,1,42,1,4.42
24500,99312,Kihei-Makena,Maui,Entire home/apt,164,2,47,1,4.86
30236,130393,Kihei-Makena,Maui,Entire home/apt,134,5,16,NA,4.55
35084,150997,Puna,Hawaii,Entire home/apt,449,3,14,3,4.8
36789,158713,South Kona,Hawaii,Private room,164,1,63,1,4.98
36877,159123,South Kona,Hawaii,Entire home/apt,158,2,18,NA,4.63
37099,85234,Primary Urban Center,Honolulu,Entire home/apt,125,3,22,NA,4.79
38634,165595,Primary Urban Center,Honolulu,Private room,250,2,41,1,4.85
38944,167085,North Shore Oahu,Honolulu,Entire home/apt,180,30,1,1,4.83
39898,12729,South Kona,Hawaii,Entire home/apt,125,30,5,1,4.87
40298,173185,Paia-Haiku,Maui,Entire home/apt,385,7,10,2,4.9
40803,176324,Kihei-Makena,Maui,Entire home/apt,250,4,31,1,4.92
46473,207897,Kihei-Makena,Maui,Entire home/apt,190,2,37,1,4.86
46477,207897,Kihei-Makena,Maui,Entire home/apt,395,1,15,2,4.61
54047,1793811,Kihei-Makena,Maui,Entire home/apt,600,5,14,3,4.58
55000,259083,Waianae,Honolulu,Entire home/apt,99,30,8,2,4.65
55990,265004,Puna,Hawaii,Entire home/apt,180,3,9,3,4.95
56024,265302,North Shore Kauai,Kauai,Entire home/apt,750,2,4,5,4.94
57640,265004,Puna,Hawaii,Entire home/apt,170,3,17,3,4.9
57642,265004,Puna,Hawaii,Entire home/apt,170,3,33,1,4.95
59674,10768,Koloa-Poipu,Kauai,Private room,175,3,14,1,4.62
66800,10768,Koloa-Poipu,Kauai,Private room,150,3,14,1,4.7
66919,93320,North Shore Oahu,Honolulu,Entire home/apt,546,5,16,3,4.68
67431,1196996,Puna,Hawaii,Entire home/apt,112,3,16,1,4.83
68045,10363580,Koolauloa,Honolulu,Entire home/apt,319,1,48,2,4.63
69794,351008,North Kona,Hawaii,Private room,139,3,10,1,4.93
71385,365193,North Shore Kauai,Kauai,Entire home/apt,391,30,3,3,4.79
74862,207897,Kihei-Makena,Maui,Entire home/apt,231,2,25,1,4.71
79790,430276,Puna,Hawaii,Entire home/apt,112,3,5,1,4.87
81566,442490,North Shore Oahu,Honolulu,Entire home/apt,228,3,10,2,4.65
81582,442698,Puna,Hawaii,Entire home/apt,139,4,16,2,4.98
83221,451536,Puna,Hawaii,Entire home/apt,123,3,24,1,4.93
84405,461037,Lahaina,Maui,Entire home/apt,405,3,10,3,4.48
84458,461570,North Kona,Hawaii,Entire home/apt,75,4,26,1,4.82
85701,469871,Lahaina,Maui,Entire home/apt,235,3,0,1,5
87596,479545,South Hilo,Hawaii,Entire home/apt,120,2,51,1,4.93
87671,328451,North Shore Oahu,Honolulu,Entire home/apt,497,7,0,2,4.6
91091,492687,North Shore Kauai,Kauai,Private room,550,1,0,1,5
102918,492687,Lahaina,Maui,Private room,550,2,1,1,4.84
104447,71120,Primary Urban Center,Honolulu,Entire home/apt,85,180,1,1,4.75
104452,71120,Primary Urban Center,Honolulu,Entire home/apt,88,30,1,NA,4.55
112698,430276,Puna,Hawaii,Entire home/apt,105,13,4,1,4.77
118560,295585,South Kona,Hawaii,Entire home/apt,179,1,82,1,4.88
125968,7620,South Kohala,Hawaii,Entire home/apt,125,5,1,1,4.65
138781,677327,Primary Urban Center,Honolulu,Private room,85,3,25,1,4.52
152046,85234,Primary Urban Center,Honolulu,Entire home/apt,105,4,18,NA,4.67
152645,710680,North Shore Kauai,Kauai,Entire home/apt,83,3,10,1,4.52
153304,710680,North Shore Kauai,Kauai,Entire home/apt,150,3,10,2,4.66
153397,710680,North Shore Kauai,Kauai,Entire home/apt,210,3,1,3,4.75
155360,747055,Paia-Haiku,Maui,Entire home/apt,371,6,14,3,4.9
162600,756093,Kapaa-Wailua,Kauai,Entire home/apt,597,1,1,2,4.94
164132,783033,Ewa,Honolulu,Entire home/apt,690,6,20,3,4.87
164963,770461,North Shore Oahu,Honolulu,Entire home/apt,750,7,3,2,4.81
168169,801306,North Kona,Hawaii,Entire home/apt,155,3,24,2,4.6
168203,7683071,North Kona,Hawaii,Entire home/apt,95,3,19,1,4.61
168205,801578,Puna,Hawaii,Entire home/apt,233,1,27,3,4.87
181179,868371,North Kona,Hawaii,Entire home/apt,150,5,20,2,4.89
181270,868371,North Kona,Hawaii,Entire home/apt,124,5,4,1,4.64
181989,872202,Lahaina,Maui,Entire home/apt,306,3,41,1,4.78
190090,917684,North Kona,Hawaii,Entire home/apt,358,4,30,2,4.93
190231,917684,North Kona,Hawaii,Entire home/apt,226,3,10,1,4.97
192610,932861,Paia-Haiku,Maui,Entire home/apt,270,7,2,1,4.7
195220,87832401,Lahaina,Maui,Entire home/apt,221,3,16,2,4.85
195296,949649,North Kona,Hawaii,Entire home/apt,145,3,20,1,4.69
198495,968664,Koolaupoko,Honolulu,Entire home/apt,308,30,12,3,4.79
198657,968664,Koolaupoko,Honolulu,Entire home/apt,308,30,11,3,4.47
198734,970293,Puna,Hawaii,Entire home/apt,155,1,8,3,4.65
200441,980100,Kihei-Makena,Maui,Private room,236,1,7,1,4.78
201618,986776,North Kona,Hawaii,Entire home/apt,398,7,11,3,4.9
202338,6572873,Puna,Hawaii,Entire home/apt,149,1,58,1,4.78
204711,997199,South Kona,Hawaii,Entire home/apt,225,3,0,2,4.97
205599,1010934,North Kohala,Hawaii,Entire home/apt,165,2,0,1,4.88
205622,1010934,North Kohala,Hawaii,Entire home/apt,376,5,14,3,4.96
205804,12729,South Kona,Hawaii,Entire home/apt,95,30,2,1,4.75
210058,498638,Puna,Hawaii,Entire home/apt,100,5,4,1,4.81
210968,1040710,North Shore Oahu,Honolulu,Entire home/apt,192,2,48,1,4.66
216766,1118742,Lahaina,Maui,Entire home/apt,263,1,1,2,4.62
218378,547507,Lahaina,Maui,Entire home/apt,250,1,5,1,4.75
218666,1131224,Kihei-Makena,Maui,Entire home/apt,2060,5,25,1,4.79
222203,158713,South Kona,Hawaii,Private room,175,1,23,1,4.99
223390,167085,North Shore Oahu,Honolulu,Entire home/apt,210,30,1,1,4.84
227594,1187199,North Shore Oahu,Honolulu,Private room,125,30,0,1,4.62
227803,1188354,North Kona,Hawaii,Entire home/apt,151,5,13,1,4.73
229954,1201408,Koolauloa,Honolulu,Entire home/apt,611,5,6,3,4.86
230529,1173582,Puna,Hawaii,Entire home/apt,130,3,31,1,4.97
230577,1205120,East Honolulu,Honolulu,Private room,100,30,3,1,4.85
234499,461570,North Kona,Hawaii,Entire home/apt,81,5,20,1,4.88
238177,1249214,Puna,Hawaii,Entire home/apt,200,1,23,2,4.8
238797,1251758,Waimea-Kekaha,Kauai,Entire home/apt,300,3,12,3,4.79
239370,1255224,Primary Urban Center,Honolulu,Entire home/apt,133,2,14,1,4.56
245691,929580,North Kona,Hawaii,Hotel room,265,2,3,1,5
248735,7984,North Shore Kauai,Kauai,Entire home/apt,395,2,35,2,4.96
251343,1318188,Puna,Hawaii,Entire home/apt,365,2,16,5,4.82
253427,1330563,Molokai,Maui,Entire home/apt,159,6,9,1,4.9
256422,1348821,North Shore Oahu,Honolulu,Entire home/apt,150,30,6,NA,4.85
257196,929580,North Kona,Hawaii,Hotel room,221,1,14,1,5
258691,1359866,South Hilo,Hawaii,Entire home/apt,246,4,20,2,4.89
262648,1378424,North Shore Kauai,Kauai,Entire home/apt,137,2,37,1,4.83
263442,1382491,East Honolulu,Honolulu,Entire home/apt,299,5,19,2,4.96
266804,1399029,Wailuku-Kahului,Maui,Entire home/apt,200,5,4,2,4.63
268423,1512250,Kihei-Makena,Maui,Entire home/apt,130,1,62,NA,4.84
270799,1417464,Kihei-Makena,Maui,Entire home/apt,192,5,23,1,4.88
274808,1118742,Lahaina,Maui,Entire home/apt,253,1,17,1,4.63
274810,1436625,Kau,Hawaii,Entire home/apt,295,1,1,3,4.54
274864,1436625,Kau,Hawaii,Entire home/apt,250,1,0,3,4.2
278204,1452413,Paia-Haiku,Maui,Entire home/apt,137,3,15,1,4.48
283017,1474347,South Kona,Hawaii,Entire home/apt,180,1,77,1,4.8
283375,1411093,North Kona,Hawaii,Private room,133,2,11,1,4.92
285009,207897,Kihei-Makena,Maui,Entire home/apt,215,2,38,1,4.79
286807,1486449,Makawao-Pukalani-Kula,Maui,Private room,301,181,0,1,4.57
288161,1205120,East Honolulu,Honolulu,Private room,100,30,9,1,4.79
289022,1436625,Kau,Hawaii,Entire home/apt,175,1,0,2,3
289023,1436625,Kau,Hawaii,Entire home/apt,99,1,27,1,4.49
293054,1516971,North Kona,Hawaii,Entire home/apt,200,5,5,2,4.5
297648,1534698,Puna,Hawaii,Entire home/apt,170,3,0,1,4.95
299547,1534698,Puna,Hawaii,Entire home/apt,195,3,0,1,4.97
300353,1547207,Paia-Haiku,Maui,Entire home/apt,364,3,29,1,4.98
300379,677327,Primary Urban Center,Honolulu,Private room,79,3,24,1,4.57
304658,1567340,Kihei-Makena,Maui,Entire home/apt,123,1,41,NA,4.77
307004,1579356,Koolaupoko,Honolulu,Entire home/apt,229,30,6,1,4.98
312200,1605180,Puna,Hawaii,Entire home/apt,130,3,37,2,4.96
317750,10768,Koloa-Poipu,Kauai,Private room,160,3,27,1,4.78
318028,1626797,South Kohala,Hawaii,Entire home/apt,110,7,7,1,4.9
320684,1643064,South Kona,Hawaii,Private room,149,2,5,1,4.95
323819,1534698,Puna,Hawaii,Entire home/apt,240,3,0,2,4.98
324798,1661953,Waimea-Kekaha,Kauai,Private room,230,180,0,1,4.67
325502,87832401,Lahaina,Maui,Entire home/apt,211,4,8,2,4.9
330691,1643064,South Kona,Hawaii,Private room,159,2,25,1,4.87
333624,1699469,North Kona,Hawaii,Private room,100,3,23,1,4.95
342139,1423797,South Hilo,Hawaii,Private room,152,1,12,1,4.24
342153,1423797,South Hilo,Hawaii,Private room,166,1,18,1,4.25
342158,1423797,South Hilo,Hawaii,Private room,194,1,5,1,4.38
342159,1423797,South Hilo,Hawaii,Private room,180,1,6,1,4.33
342351,283136,South Kona,Hawaii,Entire home/apt,137,4,18,1,4.82
346708,1757625,North Kona,Hawaii,Entire home/apt,126,1,49,NA,4.83
347803,1118742,Lahaina,Maui,Entire home/apt,285,1,2,2,4.37
350658,1777197,Kihei-Makena,Maui,Entire home/apt,275,5,10,1,4.8
354577,1795667,North Kona,Hawaii,Entire home/apt,110,4,13,NA,4.84
363961,1838701,Paia-Haiku,Maui,Entire home/apt,431,4,8,1,4.96
365368,1845116,North Kona,Hawaii,Entire home/apt,82,15,0,1,4.87
375102,1469221,Kihei-Makena,Maui,Entire home/apt,188,5,23,1,4.95
375207,1118742,Lahaina,Maui,Entire home/apt,325,1,23,3,4.69
376440,1892773,Paia-Haiku,Maui,Entire home/apt,1600,2,10,6,4.59
381247,1905893,North Kona,Hawaii,Entire home/apt,139,2,55,2,4.92
385185,1928202,East Honolulu,Honolulu,Private room,90,6,10,1,4.83
395908,824662,Puna,Hawaii,Entire home/apt,129,1,1,1,4.85
404459,2015818,Lahaina,Maui,Entire home/apt,812,1,19,4,4.71
408489,1579356,Koolaupoko,Honolulu,Entire home/apt,289,30,2,1,4.98
408595,2034919,Kapaa-Wailua,Kauai,Entire home/apt,229,3,6,3,4.81
410705,2044335,Paia-Haiku,Maui,Private room,110,3,22,1,4.68
416853,2073003,Primary Urban Center,Honolulu,Entire home/apt,129,3,2,NA,4.55
416936,2073706,Puna,Hawaii,Entire home/apt,338,2,21,3,4.95
419153,2084492,Lihue,Kauai,Entire home/apt,179,1,8,1,5
420399,2000396,Primary Urban Center,Honolulu,Entire home/apt,120,30,2,2,5
421737,2097691,Kau,Hawaii,Entire home/apt,95,3,26,1,4.9
424902,2112511,Koolaupoko,Honolulu,Entire home/apt,200,30,5,1,4.84
426613,1671698,Primary Urban Center,Honolulu,Entire home/apt,107,1,29,1,4.55
430401,224701170,Kihei-Makena,Maui,Entire home/apt,201,7,18,3,4.64
430961,224701170,Kihei-Makena,Maui,Entire home/apt,176,7,12,1,4.6
434008,2157197,North Kona,Hawaii,Entire home/apt,101,1,74,1,4.66
438923,2180698,Koolauloa,Honolulu,Private room,75,3,40,1,4.8
440924,483893,Koloa-Poipu,Kauai,Entire home/apt,310,4,19,3,4.87
444403,1516971,North Kona,Hawaii,Entire home/apt,225,3,3,2,5
452084,101401250,Koloa-Poipu,Kauai,Entire home/apt,438,3,2,2,4.73
453187,2251764,Kihei-Makena,Maui,Entire home/apt,190,3,36,1,4.76
455848,1995357,North Kona,Hawaii,Private room,137,3,16,NA,4.94
455874,1995357,North Kona,Hawaii,Entire home/apt,137,3,10,1,4.86
455893,1995357,North Kona,Hawaii,Private room,125,3,9,1,5
461418,2128914,South Hilo,Hawaii,Entire home/apt,201,1,10,3,4.75
461449,2293602,South Kona,Hawaii,Entire home/apt,95,4,13,1,4.79
461645,2294674,North Kona,Hawaii,Entire home/apt,429,4,0,3,4.76
465622,2312969,Lahaina,Maui,Entire home/apt,285,3,26,1,4.84
479121,4599607,Puna,Hawaii,Entire home/apt,118,2,34,1,4.75
484879,2178105,North Shore Oahu,Honolulu,Entire home/apt,280,5,5,NA,4.39
485229,2401853,Koolaupoko,Honolulu,Private room,194,6,4,1,4.79
485244,2401853,Koolaupoko,Honolulu,Private room,290,5,4,1,4.68
485291,4599607,Puna,Hawaii,Entire home/apt,147,2,51,1,4.81
485379,1846405,Puna,Hawaii,Entire home/apt,65,2,8,1,4.72
497782,2456676,Primary Urban Center,Honolulu,Entire home/apt,82,30,5,NA,4.49
498012,4599607,Puna,Hawaii,Entire home/apt,74,1,39,NA,4.79
512183,2232017,Primary Urban Center,Honolulu,Entire home/apt,350,1,4,2,4.58
517327,2084492,Kapaa-Wailua,Kauai,Entire home/apt,324,1,8,3,4.79
521895,1671879,Primary Urban Center,Honolulu,Entire home/apt,76,3,18,NA,4.33
522085,2084492,Lihue,Kauai,Entire home/apt,179,1,6,1,5
523562,2574275,Paia-Haiku,Maui,Entire home/apt,289,3,18,2,4.69
524333,2084492,Lihue,Kauai,Entire home/apt,179,1,4,1,5
525821,3240802,Koloa-Poipu,Kauai,Entire home/apt,250,4,15,2,4.36
529497,756093,Kapaa-Wailua,Kauai,Entire home/apt,931,1,0,2,NA
529551,756093,Koloa-Poipu,Kauai,Entire home/apt,1209,1,0,8,4.5
531301,26712716,Koloa-Poipu,Kauai,Entire home/apt,536,3,9,2,4.88
531664,1643064,South Kona,Hawaii,Private room,119,2,18,1,4.89
533471,2084492,Kapaa-Wailua,Kauai,Entire home/apt,179,1,4,1,4.9
533482,2084492,Lihue,Kauai,Entire home/apt,179,1,4,1,4.97
535213,2629713,Lahaina,Maui,Entire home/apt,205,3,15,1,4.85
538839,2646888,Kihei-Makena,Maui,Entire home/apt,180,3,9,1,4.91
543600,2672407,Koloa-Poipu,Kauai,Private room,134,1,37,1,4.58
547635,801578,Puna,Hawaii,Entire home/apt,235,1,67,3,4.88
548097,919364,Lahaina,Maui,Private room,2100,4,0,2,5
551138,2709332,Primary Urban Center,Honolulu,Entire home/apt,85,30,5,1,4.45
554205,442698,North Kona,Hawaii,Entire home/apt,121,3,26,1,4.95
555648,2732545,North Kona,Hawaii,Entire home/apt,120,30,5,2,4.88
555708,830732,Koolauloa,Honolulu,Entire home/apt,204,3,26,1,4.89
557699,2742136,Koloa-Poipu,Kauai,Entire home/apt,194,3,36,1,4.86
557880,2742979,Kihei-Makena,Maui,Entire home/apt,297,4,5,1,4.86
565485,990551,North Hilo,Hawaii,Entire home/apt,86,1,68,1,4.78
570918,1892773,Paia-Haiku,Maui,Entire home/apt,476,2,12,2,4.73
578041,1399029,Wailuku-Kahului,Maui,Private room,179,5,2,1,5
578348,2845098,Puna,Hawaii,Entire home/apt,134,1,18,2,4.68
578790,2847058,Kihei-Makena,Maui,Entire home/apt,176,2,33,1,4.73
582964,1399029,Wailuku-Kahului,Maui,Private room,146,5,5,1,4.43
583044,2776473,South Kohala,Hawaii,Entire home/apt,156,4,8,1,4.88
583095,2872572,Ewa,Honolulu,Entire home/apt,600,6,8,2,4.79
583289,2874260,North Shore Oahu,Honolulu,Entire home/apt,381,4,2,1,5
583302,2874260,North Shore Oahu,Honolulu,Shared room,78,5,9,1,4.95
583315,2874260,North Shore Oahu,Honolulu,Entire home/apt,440,5,2,1,5
585499,2847058,Kihei-Makena,Maui,Entire home/apt,150,2,27,1,4.63
587542,1399029,Wailuku-Kahului,Maui,Private room,139,5,6,1,4.79
591051,2918214,North Kona,Hawaii,Entire home/apt,170,3,26,2,4.76
591106,2818021,North Shore Kauai,Kauai,Entire home/apt,168,2,36,1,4.56
591538,1399029,Wailuku-Kahului,Maui,Private room,128,5,8,1,4.7
596595,2709332,Primary Urban Center,Honolulu,Entire home/apt,75,30,1,1,4.36
598062,2957218,Lahaina,Maui,Entire home/apt,213,1,13,1,4.89
600944,7532,Kihei-Makena,Maui,Entire home/apt,242,1,51,NA,4.93
606715,2956596,South Hilo,Hawaii,Private room,82,3,22,1,4.94
609723,2584581,Koolaupoko,Honolulu,Entire home/apt,154,30,2,3,4.91
619438,3069496,Koloa-Poipu,Kauai,Entire home/apt,331,1,3,1,4.69
622562,3086316,Lahaina,Maui,Entire home/apt,252,4,3,NA,4.94
626156,3103484,Koolaupoko,Honolulu,Entire home/apt,310,8,0,2,4.88
629945,3129753,South Kona,Hawaii,Entire home/apt,150,5,21,1,4.89
631767,3141969,Paia-Haiku,Maui,Entire home/apt,335,5,4,2,4.95
631771,1298922,Koolaupoko,Honolulu,Entire home/apt,450,30,4,4,4.79
631783,3141969,Paia-Haiku,Maui,Entire home/apt,290,5,5,2,4.84
633285,69439,Puna,Hawaii,Private room,62,2,5,1,4.9
633307,69439,Puna,Hawaii,Entire home/apt,147,1,61,3,4.81
633314,3152360,Primary Urban Center,Honolulu,Entire home/apt,153,1,8,NA,4.77
638917,3188262,North Kona,Hawaii,Entire home/apt,155,7,4,2,4.45
639216,2523866,South Kona,Hawaii,Private room,500,1,0,1,4.94
639265,56682,North Kona,Hawaii,Private room,142,3,0,NA,4.25
640575,3198465,Kau,Hawaii,Hotel room,155,1,0,1,NA
640576,3198465,Kau,Hawaii,Hotel room,155,1,3,1,4.75
640577,3198465,Kau,Hawaii,Hotel room,199,1,6,2,4.85
640765,3199855,North Kona,Hawaii,Entire home/apt,210,5,5,2,4.77
640854,56682,North Kona,Hawaii,Private room,113,3,2,1,4.18
644834,3227834,Lahaina,Maui,Entire home/apt,210,181,26,2,4.67
647521,3246521,North Kona,Hawaii,Entire home/apt,425,4,5,3,4.71
648073,3250582,North Kona,Hawaii,Entire home/apt,158,2,50,1,4.98
648353,2088791,Paia-Haiku,Maui,Private room,165,1,51,1,4.68
648355,3240542,Makawao-Pukalani-Kula,Maui,Entire home/apt,272,4,36,2,4.96
652716,3280543,Paia-Haiku,Maui,Entire home/apt,675,4,7,5,4.88
659331,2845098,Puna,Hawaii,Entire home/apt,127,1,19,3,4.63
660578,3334207,South Kona,Hawaii,Private room,355,3,0,1,5
660579,3334207,South Kona,Hawaii,Private room,360,3,1,1,5
663737,3211895,Kihei-Makena,Maui,Entire home/apt,190,3,10,1,4.4
663763,3211895,Kihei-Makena,Maui,Entire home/apt,230,3,0,2,5
663777,3211895,Kihei-Makena,Maui,Entire home/apt,210,3,10,2,4.39
663786,3211895,Kihei-Makena,Maui,Entire home/apt,340,3,15,3,4.59
665676,3364705,Lahaina,Maui,Entire home/apt,378,2,18,2,4.94
667728,483893,Koloa-Poipu,Kauai,Entire home/apt,225,5,18,2,4.73
669834,2456676,Primary Urban Center,Honolulu,Entire home/apt,63,31,5,NA,4.28
671346,1866267,Koolauloa,Honolulu,Entire home/apt,505,2,2,NA,5
673187,3414958,Ewa,Honolulu,Entire home/apt,85,31,3,2,4.18
673201,3414958,Ewa,Honolulu,Entire home/apt,59,31,4,1,4.56
673327,1866267,Koolauloa,Honolulu,Private room,651,2,4,1,4.94
674312,980100,Kihei-Makena,Maui,Private room,290,1,1,1,4.9
674514,980100,Kihei-Makena,Maui,Private room,263,1,1,1,4.86
675016,2956596,South Hilo,Hawaii,Private room,83,3,1,1,4.9
675034,980100,Kihei-Makena,Maui,Private room,290,1,1,1,4.89
677268,3441034,Puna,Hawaii,Entire home/apt,80,3,4,NA,4.79
707552,3393017,Puna,Hawaii,Entire home/apt,356,1,2,2,4.97
707984,3640477,Kihei-Makena,Maui,Private room,139,6,18,1,4.89
710488,3657091,North Kona,Hawaii,Entire home/apt,89,5,16,1,4.84
713986,3738037,Kihei-Makena,Maui,Entire home/apt,187,3,17,1,4.95
713992,3676431,Puna,Hawaii,Entire home/apt,287,3,2,4,4.67
715447,3685743,Puna,Hawaii,Entire home/apt,100,7,0,2,4.5
716964,3222390,Primary Urban Center,Honolulu,Entire home/apt,92,30,3,1,4.57
717081,2657251,Lihue,Kauai,Private room,249,3,0,1,4.68
722158,1671698,Primary Urban Center,Honolulu,Entire home/apt,109,1,11,1,4.54
729224,3787834,South Kohala,Hawaii,Entire home/apt,964,7,7,3,5
729902,990551,North Hilo,Hawaii,Entire home/apt,146,1,46,2,4.8
731420,3806609,Kihei-Makena,Maui,Entire home/apt,199,1,50,NA,4.72
748756,1838701,Paia-Haiku,Maui,Entire home/apt,295,3,13,1,4.92
749883,1838701,Paia-Haiku,Maui,Entire home/apt,325,3,25,1,4.95
749884,1838701,Paia-Haiku,Maui,Entire home/apt,395,4,19,1,4.97
751118,2818021,North Shore Kauai,Kauai,Entire home/apt,213,3,14,2,4.71
755553,3685743,Puna,Hawaii,Entire home/apt,100,4,0,2,5
760735,1164814,Puna,Hawaii,Entire home/apt,130,3,18,1,4.82
769848,2393210,Ewa,Honolulu,Entire home/apt,498,6,14,2,4.94
775026,3365656,Waianae,Honolulu,Private room,35,30,3,1,4.72
775128,2657251,Kapaa-Wailua,Kauai,Private room,263,3,2,1,4.84
780183,4114262,Kihei-Makena,Maui,Entire home/apt,321,1,0,1,5
784020,4134387,Lahaina,Maui,Entire home/apt,895,3,21,3,4.98
790040,4163115,Puna,Hawaii,Entire home/apt,148,2,4,3,4.42
798414,4204191,Hana,Maui,Private room,282,1,31,1,4.86
804274,4231961,Primary Urban Center,Honolulu,Entire home/apt,130,3,30,1,4.83
804355,4233680,Lahaina,Maui,Entire home/apt,325,2,12,NA,4.84
804433,4177888,North Shore Kauai,Kauai,Private room,90,3,25,1,4.44
808786,4255217,Koolaupoko,Honolulu,Entire home/apt,276,2,52,1,4.82
810826,4263787,North Shore Oahu,Honolulu,Entire home/apt,225,5,4,1,4.71
823773,4325044,North Kona,Hawaii,Entire home/apt,160,4,11,2,4.83
828703,56682,North Kona,Hawaii,Private room,126,3,0,NA,5
836884,281160,North Shore Kauai,Kauai,Entire home/apt,120,2,9,2,4.74
841416,4394268,Koolauloa,Honolulu,Entire home/apt,228,1,16,2,4.76
846717,3129753,South Kona,Hawaii,Entire home/apt,165,5,2,1,4.94
848317,4284556,North Shore Oahu,Honolulu,Entire home/apt,380,30,3,2,4.51
855921,4473983,Kapaa-Wailua,Kauai,Entire home/apt,144,3,17,NA,4.88
860378,165526166,Hana,Maui,Entire home/apt,195,1,31,1,4.81
861768,4515563,Kihei-Makena,Maui,Entire home/apt,165,3,13,1,4.35
861878,4281948,Koolauloa,Honolulu,Entire home/apt,450,29,7,7,4.73
863978,4532636,Puna,Hawaii,Entire home/apt,150,30,2,3,4.88
864241,1649104,North Kona,Hawaii,Entire home/apt,240,2,23,2,4.79
866802,147264346,Kihei-Makena,Maui,Entire home/apt,195,1,10,1,4.64
867486,1866267,Koolauloa,Honolulu,Entire home/apt,594,2,4,3,4.8
867626,3200626,Puna,Hawaii,Entire home/apt,50,3,29,1,4.77
867745,1118742,Lahaina,Maui,Entire home/apt,395,1,1,3,4.71
869077,17273071,Paia-Haiku,Maui,Entire home/apt,449,3,33,2,4.77
869156,4432125,Puna,Hawaii,Entire home/apt,150,2,34,2,4.81
869790,4583552,Koolaupoko,Honolulu,Private room,108,30,5,1,4.63
873586,4611223,South Kohala,Hawaii,Entire home/apt,190,5,8,3,4.79
873736,1255224,Primary Urban Center,Honolulu,Entire home/apt,118,2,11,1,4.43
873804,3229615,North Kona,Hawaii,Entire home/apt,150,1,14,2,4.67
875693,4623954,Koolaupoko,Honolulu,Private room,225,3,12,1,4.75
877602,283136,South Kona,Hawaii,Entire home/apt,344,30,0,3,4.86
880504,4656819,Lahaina,Maui,Entire home/apt,452,5,7,2,4.87
882370,3365656,Waianae,Honolulu,Private room,37,30,3,1,4.77
882371,3365656,Waianae,Honolulu,Private room,35,30,4,1,4.82
883446,4618349,South Hilo,Hawaii,Entire home/apt,155,3,14,1,4.9
883700,4679039,North Kona,Hawaii,Entire home/apt,175,3,30,1,4.91
884001,4681629,Kapaa-Wailua,Kauai,Entire home/apt,154,1,13,1,4.63
888191,4710337,Kihei-Makena,Maui,Entire home/apt,275,5,24,1,4.7
889271,4717642,Puna,Hawaii,Entire home/apt,95,3,30,1,4.89
889489,4719949,North Shore Kauai,Kauai,Entire home/apt,2107,5,0,6,0
890857,3317450,Primary Urban Center,Honolulu,Entire home/apt,263,4,9,NA,4.8
892718,4746567,Paia-Haiku,Maui,Entire home/apt,175,3,50,1,4.63
896664,4661580,North Kona,Hawaii,Entire home/apt,162,6,46,NA,4.9
902704,4824835,North Shore Kauai,Kauai,Entire home/apt,171,4,0,1,4.54
904008,2134638,Paia-Haiku,Maui,Entire home/apt,378,1,16,1,4.82
